run_id,config,seed,backend,n_agents,rounds,induction,timestamp,cond__mu_openness,cond__mu_conscientiousness,cond__mu_extraversion,cond__mu_agreeableness,cond__mu_neuroticism,cond__sigma,cond__corr,cond__topology,cond__model,T_guncontrol__var,T_guncontrol__extremity,T_guncontrol__sarle_bc,T_guncontrol__ashman_d,T_guncontrol__dip,T_guncontrol__assort,T_guncontrol__ei_index,T_immigration__var,T_immigration__extremity,T_immigration__sarle_bc,T_immigration__ashman_d,T_immigration__dip,T_immigration__assort,T_immigration__ei_index,crosscut_rate,toxicity_crosscamp,wb_npl_gdp__pre_n,wb_npl_gdp__pre_collective_sqerr,wb_npl_gdp__pre_median_relerr,wb_npl_gdp__pre_avg_individual_sqerr,wb_npl_gdp__pre_diversity,wb_npl_gdp__post_n,wb_npl_gdp__post_collective_sqerr,wb_npl_gdp__post_median_relerr,wb_npl_gdp__post_avg_individual_sqerr,wb_npl_gdp__post_diversity,wb_npl_gdp__gain_vs_pre,wb_npl_gdp__gain_vs_individuals,wb_per_forest__pre_n,wb_per_forest__pre_collective_sqerr,wb_per_forest__pre_median_relerr,wb_per_forest__pre_avg_individual_sqerr,wb_per_forest__pre_diversity,wb_per_forest__post_n,wb_per_forest__post_collective_sqerr,wb_per_forest__post_median_relerr,wb_per_forest__post_avg_individual_sqerr,wb_per_forest__post_diversity,wb_per_forest__gain_vs_pre,wb_per_forest__gain_vs_individuals,wb_gha_health__pre_n,wb_gha_health__pre_collective_sqerr,wb_gha_health__pre_median_relerr,wb_gha_health__pre_avg_individual_sqerr,wb_gha_health__pre_diversity,wb_gha_health__post_n,wb_gha_health__post_collective_sqerr,wb_gha_health__post_median_relerr,wb_gha_health__post_avg_individual_sqerr,wb_gha_health__post_diversity,wb_gha_health__gain_vs_pre,wb_gha_health__gain_vs_individuals,wb_tun_unemp__pre_n,wb_tun_unemp__pre_collective_sqerr,wb_tun_unemp__pre_median_relerr,wb_tun_unemp__pre_avg_individual_sqerr,wb_tun_unemp__pre_diversity,wb_tun_unemp__post_n,wb_tun_unemp__post_collective_sqerr,wb_tun_unemp__post_median_relerr,wb_tun_unemp__post_avg_individual_sqerr,wb_tun_unemp__post_diversity,wb_tun_unemp__gain_vs_pre,wb_tun_unemp__gain_vs_individuals,wb_lka_exports__pre_n,wb_lka_exports__pre_collective_sqerr,wb_lka_exports__pre_median_relerr,wb_lka_exports__pre_avg_individual_sqerr,wb_lka_exports__pre_diversity,wb_lka_exports__post_n,wb_lka_exports__post_collective_sqerr,wb_lka_exports__post_median_relerr,wb_lka_exports__post_avg_individual_sqerr,wb_lka_exports__post_diversity,wb_lka_exports__gain_vs_pre,wb_lka_exports__gain_vs_individuals,wb_pry_internet__pre_n,wb_pry_internet__pre_collective_sqerr,wb_pry_internet__pre_median_relerr,wb_pry_internet__pre_avg_individual_sqerr,wb_pry_internet__pre_diversity,wb_pry_internet__post_n,wb_pry_internet__post_collective_sqerr,wb_pry_internet__post_median_relerr,wb_pry_internet__post_avg_individual_sqerr,wb_pry_internet__post_diversity,wb_pry_internet__gain_vs_pre,wb_pry_internet__gain_vs_individuals,hp_0__pre_correct_rate,hp_0__post_correct_rate,hp_0__solved_majority,hp_1__pre_correct_rate,hp_1__post_correct_rate,hp_1__solved_majority,CI_mean_gain_vs_pre,CI_hidden_profile_rate,CI_hp_gain,CI_hp_solved_majority,trait_drift_mean,distinct2,self_bleu3,filler_variance,runtime_s,cond__sigma_openness,cond__sigma_conscientiousness,cond__sigma_extraversion,cond__sigma_agreeableness,cond__sigma_neuroticism,pol_var,pol_extremity,pol_assort,pol_ei,pol_bimodality,CI_accuracy_z,CI_medrelerr_z,CI_diversity,POL_composite,CI_composite,family
e1_norm_baseline_bc74285f52_s1,e1_norm_baseline,1,meta-llama/Llama-3.1-8B-Instruct,100,30,prompt,2026-08-02 08:51:21,0.5,0.5,0.5,0.5,0.5,0.15,independent,barabasi_albert,meta-llama/Llama-3.1-8B-Instruct,1.409899999999999,1.3900000000000001,0.664395744139576,4.521334305148975,,-0.014698190583758002,-0.353191489361702,1.2416,1.1400000000000001,0.5395742016966381,3.976166472546286,,-0.069485115413342,-0.26881720430107503,0.17511520737327102,,100,0.09422777325650701,1.032542316835325,0.09424124466058201,1.3471404075469952e-05,100,0.093371091212763,1.032152541897267,0.09342009675106101,4.90055382959224e-05,0.0008566820437430001,4.9005538297855484e-05,100,2.223918546917561,116.5580651396796,2.979931500979631,0.756012954062065,100,2.260789417748472,125.8058868082177,3.122985515183077,0.862196097434607,-0.03687087083091,0.862196097434604,100,0.035128636383299,0.42269324971632505,0.067612234112652,0.032483597729352005,100,0.039703789589001004,0.42798964192076205,0.066810275034903,0.027106485445902002,-0.004575153205701001,0.027106485445902002,100,0.00166283509369,0.046736396133986,0.0035959722830940003,0.0019331371894030001,100,0.003039261023357,0.06659605454786101,0.005595487486387001,0.00255622646303,-0.0013764259296670002,0.00255622646303,100,0.011060895836047,0.34511078562325603,0.024017485204124,0.012956589368077,100,0.014979024371103001,0.484260177239455,0.024369301727324003,0.00939027735622,-0.003918128535056,0.00939027735622,100,0.001879953425001,0.09519073549177001,0.002420471760148,0.0005405183351460001,100,0.00210463584731,0.108303913238266,0.0026861540261830003,0.000581518178873,-0.00022468242230900003,0.000581518178873,0.12,0.2,0,0.08,0.13,0,-0.007684763146650001,0.165,0.065,0,0.353270667046761,0.572762087123025,0.213112151111906,1.579599999999999,192.6,,,,,,1.3257499999999995,1.2650000000000001,-0.04209165299855,0.31100434683138856,0.601984972918107,-0.3544689085245842,-0.32817327261002865,0.1503132684028213,-0.2603525995668223,-0.4881823279507884,e1
e1_norm_baseline_bc74285f52_s2,e1_norm_baseline,2,meta-llama/Llama-3.1-8B-Instruct,100,30,prompt,2026-08-02 08:54:38,0.5,0.5,0.5,0.5,0.5,0.15,independent,barabasi_albert,meta-llama/Llama-3.1-8B-Instruct,1.493599999999999,1.34,0.640657322295443,4.371375043040881,,-0.012792412226517001,-0.404651162790697,1.2179,1.27,0.606981393410539,4.5907090590403286,,0.044529871824939005,-0.502145922746781,0.176610978520286,,100,0.09216252482752801,1.028230431583063,0.092231263222353,6.873839482576604e-05,100,0.093419396414697,1.029424117330864,0.093459966904798,4.0570490099587845e-05,-0.001256871587168,4.0570490101213275e-05,100,1.790604883590532,116.79781834643175,2.774272278353391,0.983667394762858,100,1.961942793033301,115.41196166000314,2.7799967909094123,0.8180539978761111,-0.17133790944276803,0.8180539978761101,100,0.031860944460906,0.40680407310301303,0.057465310602667005,0.025604366141760003,100,0.033071504463408,0.41210046530745004,0.062760597621815,0.029689093158406003,-0.0012105600025020002,0.029689093158407003,100,0.001144347950035,0.040116509996028005,0.003025537226282,0.0018811892762470002,100,0.001814615137845,0.046736396133986,0.004031522924234,0.002216907786389,-0.000670267187809,0.002216907786389,100,0.011537949951460002,0.484260177239455,0.026411020922026,0.014873070970565002,100,0.013337314361882001,0.34511078562325603,0.024203315303136002,0.010866000941253002,-0.001799364410421,0.010866000941253002,100,0.001846730736226,0.09519073549177001,0.0025239091145220004,0.0006771783782950001,100,0.0017046704827870002,0.082077557745274,0.0022999653016770004,0.000595294818889,0.000142060253438,0.0005952948188900001,0.08,0.15,0,0.12,0.14,0,-0.029355485396205003,0.14500000000000002,0.045000000000000005,0,0.355397931117289,0.589463220675944,0.265487352161628,1.4330999999999992,197.5,,,,,,1.3557499999999996,1.3050000000000002,0.015868729799211,0.45339854276873903,0.623819357852991,0.01460179236108424,-0.043403528704083615,0.14357697751185794,0.3244233049450171,0.5745488986044649,e1
e1_norm_baseline_bc74285f52_s3,e1_norm_baseline,3,meta-llama/Llama-3.1-8B-Instruct,100,30,prompt,2026-08-02 08:57:53,0.5,0.5,0.5,0.5,0.5,0.15,independent,barabasi_albert,meta-llama/Llama-3.1-8B-Instruct,1.5811000000000002,1.6099999999999999,0.7870364877817061,5.7210856206631675,,-0.0606625720014,-0.55893536121673,1.5984,1.18,0.6374751899152711,5.536701393639241,,-0.023688286281009,0.007194244604316001,0.16341463414634103,,100,0.093351934692838,1.032225624698153,0.093400095557728,4.8160864890610065e-05,100,0.09365071899969801,1.032396151233553,0.09369274202595701,4.202302625728687e-05,-0.00029878430686000005,4.2023026258705694e-05,100,1.72549594854091,115.87137315155422,2.752912919566457,1.027416971025543,100,1.518666172251013,16.46179424900047,2.5991504879847893,1.080484315733774,0.20682977628989702,1.080484315733776,100,0.036406274672741004,0.41739685751188704,0.06221004992320701,0.025803775250466003,100,0.029081109529002003,0.41739685751188704,0.057874174989793005,0.028793065460791002,0.0073251651437390005,0.028793065460791002,100,0.002119573546645,0.046736396133986,0.004592635205439,0.002473061658794,100,0.001988413088164,0.050046339202965,0.004606360600304,0.0026179475121400004,0.000131160458481,0.0026179475121400004,100,0.012864648285463002,0.41468548143135503,0.025930520087021004,0.013065871801558,100,0.012578018623408,0.484260177239455,0.026328199588281,0.013750180964872,0.000286629662055,0.013750180964872,100,0.002298455680979,0.108303913238266,0.0029675004485220004,0.000669044767543,100,0.0015397931284370002,0.055851202252282,0.00217375314824,0.0006339600198030001,0.000758662552541,0.0006339600198030001,0.08,0.09,0,0.05,0.08,0,0.035838768299975,0.084999999999999,0.019999999999999,0,0.34169692366057103,0.5788539553752531,0.278945391726284,2.1675,195.1,,,,,,1.58975,1.395,-0.0421754291412045,0.27587055830620705,0.7122558388484885,0.09532927690310972,0.31428958432022464,0.1877202487862729,0.0537280595070916,0.3538878653772917,e1
e1_norm_baseline_bc74285f52_s4,e1_norm_baseline,4,meta-llama/Llama-3.1-8B-Instruct,100,30,prompt,2026-08-02 09:01:07,0.5,0.5,0.5,0.5,0.5,0.15,independent,barabasi_albert,meta-llama/Llama-3.1-8B-Instruct,1.2851,1.37,0.641383913258749,5.014626418953348,,-0.072207731763839,-0.6150234741784031,1.1075,1.09,0.567280537331832,4.533754116327436,,-0.085528509915042,-0.043062200956937004,0.12008733624454102,,100,0.093700532375452,1.032517955901696,0.093736522084768,3.5989709316142386e-05,100,0.093686815293752,1.032773745704797,0.093725261159859,3.844586610592728e-05,1.3717081699587961e-05,3.84458661066428e-05,100,1.939122374283176,115.41196166000314,2.885916189049175,0.9467938147659951,100,1.716735498162968,87.69482793143098,2.550941551230101,0.83420605306713,0.22238687612020802,0.834206053067132,100,0.04803675341024,0.45976799514738703,0.07458317052855101,0.026546417118311003,100,0.038226956980547004,0.41210046530745004,0.060528964805407,0.022302007824859003,0.009809796429692002,0.022302007824860002,100,0.0017917642626940002,0.046736396133986,0.004138363106823,0.0023465988441290003,100,0.001685746355654,0.046736396133986,0.0039446739072570005,0.002258927551602,0.000106017907039,0.002258927551602,100,0.012092143124377001,0.461068611970088,0.024454638044269002,0.012362494919892001,100,0.011560291349903001,0.484260177239455,0.026797769742837003,0.015237478392934002,0.0005318517744740001,0.015237478392934002,100,0.001998116687897,0.09519073549177001,0.0026285697601730004,0.0006304530722760001,100,0.001891766312019,0.09519073549177001,0.002484810966922,0.0005930446549020001,0.00010635037587700001,0.0005930446549020001,0.17,0.14,0,0.11,0.12,0,0.038825768281498,0.13,-0.01,0,0.34315477938646705,0.6261175833107551,0.228478729583193,1.8939,193.7,,,,,,1.1963,1.23,-0.0788681208394405,0.32904283756767005,0.6043322252952905,0.03893926506626124,-0.06308612854953327,0.14577265955958882,-0.5998780065836593,0.5331839854228552,e1
e1_norm_baseline_bc74285f52_s5,e1_norm_baseline,5,meta-llama/Llama-3.1-8B-Instruct,100,30,prompt,2026-08-02 09:04:13,0.5,0.5,0.5,0.5,0.5,0.15,independent,barabasi_albert,meta-llama/Llama-3.1-8B-Instruct,0.9539000000000001,1.51,0.685413526023754,5.533214202465642,,-0.0227972551922,-0.652582159624413,0.741599999999999,0.98,0.49019405981594205,4.44918103022152,,0.035706691239013,-0.676190476190476,0.087542087542087,,100,0.09323597013286901,1.032067278629567,0.093293620471491,5.7650338621798406e-05,100,0.093528573196967,1.032676301970282,0.09357027401031301,4.170081334490142e-05,-0.000292603064098,4.170081334538278e-05,100,1.97883761868897,124.00427311586051,3.039053019267102,1.06021540057813,100,2.102459958720176,116.79781834643175,2.8565069280238333,0.7540469693036551,-0.12362234003120601,0.7540469693036561,100,0.041810524280042005,0.438582426329637,0.070040780634835,0.028230256354793003,100,0.036041206081365004,0.438582426329637,0.068591743445767,0.032550537364401,0.005769318198676001,0.032550537364401,100,0.002392454945606,0.05335628227194401,0.004823126927793,0.0024306719821870003,100,0.0018355683626790002,0.05335628227194401,0.003982935980125,0.0021473676174450004,0.000556886582926,0.0021473676174450004,100,0.012366677810046,0.484260177239455,0.028089465814664004,0.015722788004618002,100,0.013116574646868,0.41468548143135503,0.024539158249595003,0.011422583602727,-0.000749896836822,0.011422583602727,100,0.002047398163874,0.09519073549177001,0.0026262023008410003,0.0005788041369670001,100,0.0019505033352180002,0.101747324365018,0.0025568179714340004,0.000606314636215,9.689482865520471e-05,0.000606314636215,0.08,0.13,0,0.16,0.21,0,-0.019706956720311003,0.169999999999999,0.049999999999999004,0,0.322582598771796,0.5424164524421591,0.33445452537360404,1.6099999999999999,185.6,,,,,,0.8477499999999996,1.245,0.006454718023406501,0.6643863179074445,0.5878037929198481,-0.06497025127405426,-0.19187647072841876,0.133469245556298,0.1021919517141506,0.5139434021429605,e1
e1_openness_high_346c29e033_s1,e1_openness_high,1,meta-llama/Llama-3.1-8B-Instruct,100,30,prompt,2026-08-02 09:07:33,0.8,0.5,0.5,0.5,0.5,0.15,independent,barabasi_albert,meta-llama/Llama-3.1-8B-Instruct,0.6900000000000001,1.8399999999999999,0.8698924658025071,8.248742298252631,,0.018005316075349,-0.8571428571428571,1.2171,1.05,0.6400045543846531,5.259854731289799,,-0.029023546290826003,-0.040322580645161005,0.06916996047430801,,100,0.092789697321253,1.030118403939279,0.09284532962441701,5.5632303163866005e-05,100,0.09302976905828701,1.032164722364082,0.09308639939311801,5.6630334830586724e-05,-0.00024007173703300002,5.6630334830401474e-05,100,2.038915768474764,125.39012980228912,2.943670276057299,0.9047545075825341,100,2.066191914791833,126.49881515143201,2.876373655563419,0.8101817407715861,-0.027276146317069,0.8101817407715851,100,0.03138507948996,0.41210046530745004,0.060521482210323004,0.029136402720363,100,0.039737036379812005,0.42798964192076205,0.066940902918873,0.027203866539061,-0.008351956889851,0.027203866539061,100,0.0025133500734910003,0.05335628227194401,0.0048294124145540004,0.002316062341063,100,0.002034065658029,0.046736396133986,0.004209282442102,0.0021752167840720002,0.00047928441546200005,0.0021752167840720002,100,0.018370234063807,0.484260177239455,0.028428939561809002,0.010058705498001001,100,0.022137870570636,0.484260177239455,0.028372062664915,0.006234192094279001,-0.003767636506828,0.006234192094279001,100,0.00233872436478,0.108303913238266,0.002923130371291,0.00058440600651,100,0.001566493932298,0.06896437999877801,0.002159696463748,0.0005932025314490001,0.000772230432482,0.0005932025314490001,0.09,0.12,0,0.14,0.05,0,-0.006397382767139001,0.084999999999999,-0.030000000000000002,0,0.320992102491081,0.46276828734121705,0.361476790190687,2.2931,200.1,,,,,,0.9535500000000001,1.4449999999999998,-0.005509115107738501,0.44873271889400906,0.7549485100935801,-0.03024711090001426,-0.06246348725223403,0.14107414150921296,0.18905432826269414,-0.06313899877275542,e1
e1_openness_high_346c29e033_s2,e1_openness_high,2,meta-llama/Llama-3.1-8B-Instruct,100,30,prompt,2026-08-02 09:10:57,0.8,0.5,0.5,0.5,0.5,0.15,independent,barabasi_albert,meta-llama/Llama-3.1-8B-Instruct,1.0684,1.6800000000000002,0.798990997804197,6.61723935038899,,-0.017583596590570003,-0.696202531645569,1.249899999999999,1.11,0.6426251003512361,4.920479163816945,,-0.00902320816423,-0.359375,0.139664804469273,,100,0.09312592407586201,1.0321038200300099,0.093167592785553,4.166870969331531e-05,100,0.093442298826708,1.032505775434882,0.09348157797954701,3.927915283901714e-05,-0.000316374750845,3.9279152839175053e-05,100,2.584804194190072,127.05315782600346,3.252947613798619,0.6681434196085441,100,1.752915950548677,116.79781834643175,2.8730673333041,1.120151382755422,0.831888243641394,1.120151382755422,100,0.027380496358618,0.396211288694138,0.062351713576115006,0.034971217217496,100,0.031963710590748005,0.40680407310301303,0.061495672920874,0.029531962330126,-0.0045832142321300005,0.029531962330126,100,0.00177581647052,0.046736396133986,0.0037290169256540004,0.0019532004551330003,100,0.001481229623157,0.046736396133986,0.003295792932273,0.001814563309116,0.000294586847363,0.001814563309116,100,0.019469382048534,0.484260177239455,0.026070363659556003,0.006600981611021001,100,0.018642754273837003,0.484260177239455,0.024082500600724,0.005439746326887001,0.000826627774697,0.005439746326887001,100,0.002038939655856,0.09519073549177001,0.002674463689191,0.000635524033334,100,0.001684911247486,0.06896437999877801,0.002378433436275,0.000693522188788,0.000354028408369,0.000693522188788,0.1,0.1,0,0.1,0.08,0,0.13807731628147502,0.09,-0.01,0,0.28514066490190804,0.395102581072137,0.46392352885650506,2.144399999999999,204.3,,,,,,1.1591499999999995,1.395,-0.013303402377400003,0.5277887658227844,0.7208080490777166,0.11631568104919827,-0.03117392913918593,0.19294507601052965,0.24994684006704027,0.46431074546103857,e1
e1_openness_high_346c29e033_s3,e1_openness_high,3,meta-llama/Llama-3.1-8B-Instruct,100,30,prompt,2026-08-02 09:14:26,0.8,0.5,0.5,0.5,0.5,0.15,independent,barabasi_albert,meta-llama/Llama-3.1-8B-Instruct,0.8931,1.83,0.881900651249902,7.480164853934586,,-0.007954603640263,-0.706093189964157,1.2691,1.11,0.624900077338828,4.891272987334578,,-0.019693654266958002,-0.19685039370078702,0.09833024118738401,,100,0.09369145387671601,1.032542316835325,0.09372275659597201,3.1302719255339525e-05,100,0.093320341504247,1.031385172487966,0.09336602844583901,4.5686941592521566e-05,0.000371112372469,4.5686941592334995e-05,100,2.167704825933601,114.84445334691063,2.91267789781974,0.74497307188614,100,2.050330571063174,115.41196166000314,2.798202774190597,0.7478722031274221,0.117374254870427,0.7478722031274231,100,0.038612333253797,0.42798964192076205,0.073674506312804,0.035062173059006004,100,0.039219756276337,0.41739685751188704,0.061687172050173,0.022467415773836003,-0.000607423022539,0.022467415773836003,100,0.0014093339725530002,0.046736396133986,0.0033768149537800004,0.001967480981227,100,0.0022194809242770002,0.046736396133986,0.004451740806400001,0.0022322598821220003,-0.000810146951724,0.0022322598821220003,100,0.017446399175550003,0.484260177239455,0.028068965222635002,0.010622566047084002,100,0.016619364611590002,0.484260177239455,0.024386793398047002,0.007767428786457001,0.00082703456396,0.007767428786457001,100,0.0018451487039390002,0.09519073549177001,0.002463042457474,0.000617893753535,100,0.001822501983326,0.09519073549177001,0.002429748559605,0.0006072465762790001,2.2646720613398895e-05,0.0006072465762790001,0.13,0.09,0,0.1,0.11,0,0.019529579758867002,0.1,-0.015,0,0.31220141644396604,0.519520760173517,0.36481470260813703,2.0576,208.6,,,,,,1.0811,1.4700000000000002,-0.013824128953610501,0.45147179183247205,0.753400364294365,-0.10908861606354937,-0.1464792615683598,0.1301653735146181,0.24815386074817516,-0.2027766302357291,e1
e1_openness_high_346c29e033_s4,e1_openness_high,4,meta-llama/Llama-3.1-8B-Instruct,100,30,prompt,2026-08-02 09:17:46,0.8,0.5,0.5,0.5,0.5,0.15,independent,barabasi_albert,meta-llama/Llama-3.1-8B-Instruct,0.6376000000000001,1.8,0.843763517313254,7.113822274849521,,-0.047011825709676006,-0.8905109489051091,1.186399999999999,1.08,0.699578456880096,5.273134316174045,,0.035001009360972,-0.22580645161290303,0.08805031446540801,,100,0.092946645061644,1.026659151364018,0.093003251033535,5.6605971891805856e-05,100,0.09338653055376701,1.03201855676231,0.09344176991992201,5.523936615462597e-05,-0.00043988549212200005,5.523936615520198e-05,100,1.8589726838330032,109.8685349142887,2.775596175011343,0.9166234911783391,100,2.042627078486197,116.79781834643175,3.107742797797414,1.065115719311213,-0.18365439465319303,1.065115719311216,100,0.045712248322514006,0.438582426329637,0.07231308947900901,0.026600841156494002,100,0.040539184128649,0.42798964192076205,0.064754850564768,0.024215666436118003,0.005173064193865,0.024215666436118003,100,0.0016349033719950002,0.043426453065007004,0.0037558093452770003,0.0021209059732820003,100,0.0024078479748660003,0.05335628227194401,0.004781068158444,0.002373220183577,-0.0007729446028710001,0.002373220183577,100,0.01557050805917,0.484260177239455,0.02676369667035,0.01119318861118,100,0.017564956884620002,0.484260177239455,0.027437412844000003,0.009872455959380001,-0.0019944488254500002,0.009872455959380001,100,0.0014579378023100002,0.06896437999877801,0.0019439493393110002,0.00048601153700100004,100,0.0016664244455140002,0.06896437999877801,0.0022824483572000003,0.0006160239116860001,-0.000208486643204,0.0006160239116860001,0.1,0.15,0,0.16,0.09,0,-0.030316182670495004,0.12,-0.01,0,0.30636294692694904,0.41482715535193604,0.44074467096699604,1.9724,200.5,,,,,,0.9119999999999995,1.44,-0.006005408174352002,0.558158700259006,0.771670987096675,-0.11547329094332819,-0.06304301592870216,0.18370805419468808,0.26312489633690533,-0.06106314594769158,e1
e1_openness_high_346c29e033_s5,e1_openness_high,5,meta-llama/Llama-3.1-8B-Instruct,100,30,prompt,2026-08-02 09:21:08,0.8,0.5,0.5,0.5,0.5,0.15,independent,barabasi_albert,meta-llama/Llama-3.1-8B-Instruct,0.5976,1.78,0.815605416044164,6.5855168805482425,,0.08290464438615501,-0.846715328467153,1.0891,1.05,0.629226422901744,4.789154966032465,,-0.084271983911074,-0.246231155778894,0.07160493827160401,,100,0.092775798269357,1.031908932560981,0.09284112961231801,6.533134296169275e-05,100,0.092827387560938,1.02601358662286,0.09286661316583,3.9225604891344754e-05,-5.158929158079195e-05,3.9225604892043076e-05,100,2.151828222127495,116.32108364630031,2.921623760346994,0.7697955382194991,100,2.182134370606927,118.5301392044675,2.9870980336544113,0.804963663047482,-0.030306148479431003,0.804963663047483,100,0.030015228257084,0.396211288694138,0.061573817687046006,0.031558589429962,100,0.031763434209292,0.385618504285263,0.06196816659651701,0.030204732387225004,-0.0017482059522070002,0.030204732387225004,100,0.002627242904022,0.05335628227194401,0.005248011528132,0.00262076862411,100,0.0015999509825990002,0.046736396133986,0.0035014429489640003,0.001901491966364,0.0010272919214220002,0.001901491966364,100,0.016519137981229,0.484260177239455,0.025922296855368003,0.009403158874139,100,0.015988094847002,0.484260177239455,0.024868067720391,0.008879972873389,0.000531043134226,0.008879972873389,100,0.001580198091476,0.06896437999877801,0.002160082572001,0.000579884480525,100,0.0018669441204830003,0.09519073549177001,0.0024972693008340004,0.0006303251803500001,-0.00028674602900700003,0.0006303251803500001,0.12,0.15,0,0.16,0.15,0,-0.0051390591160960005,0.15,0.009999999999999001,0,0.29902875753636604,0.46723460026212305,0.36767719139152705,2.4084,202.1,,,,,,0.84335,1.415,-0.0006836697624594962,0.5464732421230235,0.722415919472954,-0.012745452092635426,-0.15019097084721147,0.1411032351766169,0.20830391417989463,0.5244604734887803,e1
